Warning: truncated output (original token count: 103038)
Total output lines: 7676

date,code,side,shares,price,fee
2024-11-25,300640,sell,200.0,17.57,4.7439
2024-11-25,300823,sell,100.0,23.01,3.10635
2024-11-25,301066,sell,200.0,14.78,3.9906
2024-11-25,301100,sell,100.0,18.78,2.5353
2024-11-25,000593,buy,100.0,34.74173700000001,1.0422521100000002
2024-11-25,000833,buy,100.0,36.921846,1.10765538
2024-11-25,000966,buy,200.0,19.210960500000002,1.15265763
2024-11-25,000973,buy,100.0,34.861743000000004,1.04585229
2024-11-25,002306,buy,200.0,15.230761500000002,0.9138456899999999
2024-11-25,002347,buy,100.0,20.571028500000004,0.617130855
2024-11-25,300736,buy,100.0,28.411420500000002,0.8523426150000001
2024-11-25,301177,buy,100.0,27.621381000000003,0.82864143
2024-11-25,600029,buy,300.0,10.820541000000002,0.9738486900000002
2024-11-25,600167,buy,100.0,26.311315500000003,0.789339465
2024-11-25,600283,buy,100.0,21.471073500000003,0.644132205
2024-11-25,600470,buy,200.0,15.820791000000002,0.94924746
2024-12-02,000833,sell,100.0,29.3,3.9555
2024-12-02,000593,sell,100.0,34.68,4.6818
2024-12-02,000966,sell,200.0,18.47,4.9869
2024-12-02,000973,sell,100.0,25.38,3.4263
2024-12-02,002306,sell,200.0,16.39,4.4253
2024-12-02,002347,sell,100.0,26.15,3.5302499999999997
2024-12-02,300736,sell,100.0,29.99,4.048649999999999
2024-12-02,301177,sell,100.0,28.91,3.90285
2024-12-02,600029,sell,300.0,11.06,4.479299999999999
2024-12-02,600167,sell,100.0,26.95,3.6382499999999998
2024-12-02,600283,sell,100.0,21.88,2.9537999999999998
2024-12-02,600470,sell,200.0,14.39,3.8852999999999995
2024-12-02,002903,buy,100.0,29.091454500000005,0.8727436350000001
2024-12-02,003000,buy,200.0,14.3707185,0.86224311
2024-12-02,300683,buy,100.0,30.2715135,0.908145405
2024-12-09,002903,sell,100.0,30.23,4.08105
2024-12-09,003000,sell,200.0,14.07,3.7988999999999997
2024-12-09,300683,sell,100.0,28.65,3.86775
2024-12-09,000552,buy,100.0,22.801140000000004,0.6840342
2024-12-09,000779,buy,100.0,24.881244000000002,0.74643732
2024-12-09,001288,buy,100.0,31.121556000000005,0.9336466800000001
2024-12-09,002265,buy,200.0,18.030901500000002,1.08185409
2024-12-09,002457,buy,100.0,35.291764500000006,1.0587529350000002
2024-12-09,002526,buy,100.0,30.911545500000003,0.927346365
2024-12-09,300778,buy,100.0,29.021451000000003,0.8706435299999999
2024-12-09,301388,buy,100.0,30.451522500000003,0.913545675
2024-12-16,000552,sell,100.0,22.28,3.0078
2024-12-16,000779,sell,100.0,23.54,3.1779
2024-12-16,001288,sell,100.0,30.83,4.162050000000001
2024-12-16,002265,sell,200.0,29.03,7.8381
2024-12-16,002457,sell,100.0,34.65,4.6777500000000005
2024-12-16,002526,sell,100.0,26.45,3.57075
2024-12-16,300778,sell,100.0,29.77,4.01895
2024-12-16,301388,sell,100.0,27.25,3.67875
2024-12-16,002669,buy,100.0,23.891194500000005,0.7167358350000002
2024-12-16,300831,buy,200.0,17.580879,1.0548527399999998
2024-12-16,301231,buy,100.0,24.001200000000004,0.720036
2024-12-16,301353,buy,100.0,36.25181250000001,1.087554375
2024-12-16,301469,buy,100.0,28.061403000000002,0.84184209
2024-12-16,603081,buy,200.0,15.250762500000002,0.9150457500000001
2024-12-16,605218,buy,100.0,27.981399000000003,0.83944197
2024-12-23,002669,sell,100.0,22.15,2.9902499999999996
2024-12-23,300831,sell,200.0,17.7,4.778999999999999
2024-12-23,301231,sell,100.0,21.94,2.9619
2024-12-23,301353,sell,100.0,31.24,4.2174
2024-12-23,301469,sell,100.0,26.23,3.54105
2024-12-23,603081,sell,200.0,13.34,3.6018
2024-12-23,605218,sell,100.0,27.91,3.7678499999999997
2024-12-23,000950,buy,200.0,15.280764000000001,0.91684584
2024-12-23,002468,buy,100.0,23.391169500000004,0.7017350850000001
2024-12-23,301152,buy,100.0,35.691784500000004,1.070753535
2024-12-23,301296,buy,300.0,10.370518500000001,0.9333466650000001
2024-12-23,601113,buy,300.0,9.4504725,0.850542525
2024-12-23,603328,buy,100.0,29.901495,0.8970448499999999
2024-12-23,605003,buy,100.0,27.291364500000004,0.818740935
2024-12-23,688566,buy,100.0,26.761338000000006,0.80284014
2024-12-30,000950,sell,200.0,14.38,3.8826
2024-12-30,002468,sell,100.0,24.28,3.2777999999999996
2024-12-30,301152,sell,100.0,32.8,4.427999999999999
2024-12-30,301296,sell,300.0,10.8,4.374
2024-12-30,601113,sell,300.0,9.11,3.6895499999999997
2024-12-30,603328,sell,100.0,29.56,3.9906
2024-12-30,605003,sell,100.0,26.1,3.5235
2024-12-30,688566,sell,100.0,24.31,3.28185
2024-12-30,000791,buy,100.0,23.731186500000003,0.711935595
2024-12-30,002275,buy,100.0,30.191509500000006,0.9057452850000001
2024-12-30,002778,buy,100.0,25.741287,0.77223861
2024-12-30,601226,buy,300.0,10.800540000000002,0.9720486
2024-12-30,000166,buy,400.0,8.40042,1.0080504
2024-12-30,002393,buy,100.0,31.501575000000003,0.94504725
2024-12-30,002839,buy,500.0,6.6003300000000005,0.9900495

