Warning: truncated output (original token count: 28163)
Total output lines: 1213

date,cash,market_value,positions,return,drawdown
2020-04-02,21758.580371759203,664857.5803717592,20,-6.166353968917182e-05,-0.3708655286346616
2020-04-03,21758.580371759203,654184.5803717592,20,-0.016053062061851087,-0.38096506334873925
2020-04-07,102524.10386581434,677967.1038658144,18,0.036354454396555935,-0.35846038597437624
2020-04-08,102524.10386581434,682831.1038658144,18,0.007174389394802638,-0.3538577309711649
2020-04-09,102524.10386581434,685937.1038658144,18,0.0045487090181093315,-0.35091861780505185
2020-04-10,102524.10386581434,674601.1038658144,18,-0.016526296560008813,-0.3616455292187859
2020-04-13,60587.95146487927,671510.9514648793,20,-0.004580710560992074,-0.36456964628474997
2020-04-14,60587.95146487927,674744.9514648793,20,0.004816004851365685,-0.36150941061855235
2020-04-15,60587.95146487927,670100.9514648793,20,-0.006882600588441368,-0.36590388632474335
2020-04-16,60587.95146487927,665233.9514648793,20,-0.007263084747694326,-0.3705093801365503
2020-04-17,60587.95146487927,664619.9514648793,20,-0.0009229835588636659,-0.3710903896291432
2020-04-20,95469.15870323914,676068.1587032392,19,0.01722519345548834,-0.3602572999244894
2020-04-21,95469.15870323914,667341.1587032392,19,-0.012908461798791349,-0.36851539412946976
2020-04-22,95469.15870323914,673795.1587032392,19,0.009671215263481248,-0.3624081705705213
2020-04-23,95469.15870323914,669662.1587032392,19,-0.006133911689057303,-0.36631910254590616
2020-04-24,95469.15870323914,666708.1587032392,19,-0.004411179520312558,-0.369114382743169
2020-04-27,38519.43672746417,669384.4367274642,20,0.004014167202379015,-0.36658190238992394
2020-04-28,38519.43672746417,653451.4367274642,20,-0.02380246555760157,-0.38165881484184927
2020-04-29,38519.43672746417,652856.4367274642,20,-0.0009105496851913308,-0.3822218452133359
2020-04-30,38519.43672746417,666327.4367274642,20,0.020633939166664783,-0.3694746483489735
2020-05-06,38519.43672746417,686352.4367274642,20,0.03005279221031154,-0.35052560097247154
2020-05-07,38519.43672746417,677341.4367274642,20,-0.013128823499140685,-0.3590524357245144
2020-05-08,38519.43672746417,677561.4367274642,20,0.00032479926381423496,-0.3588442564274942
2020-05-11,48918.54532579397,614728.545325794,18,-0.09273386588402233,-0.4183011071627176
2020-05-12,48918.54532579397,615503.545325794,18,0.0012607190700559823,-0.41756774827548715
2020-05-13,48918.54532579397,619951.545325794,18,0.007226603378288621,-0.4133587413975506
2020-05-14,48918.54532579397,623588.545325794,18,0.005866587521914601,-0.40991715910999316
2020-05-15,48918.54532579397,636749.545325794,18,0.02110526259446277,-0.3974633058005229
2020-05-18,14096.355390828867,570410.3553908289,19,-0.10418411826430518,-0.4602380600075847
2020-05-19,14096.355390828867,575481.3553908289,19,0.008890091058261884,-0.455439527211268
2020-05-20,14096.355390828867,568518.3553908289,19,-0.012099436297586363,-0.4620284019619588
2020-05-21,14096.355390828867,558366.3553908289,19,-0.0178569432345258,-0.4716349302499112
2020-05-22,14096.355390828867,549535.3553908289,19,-0.015815781009618224,-0.47999143648621034
2020-05-25,56206.255672843865,554390.2556728439,20,0.008834554927884763,-0.47539739226887723
2020-05-26,56206.255672843865,565513.2556728439,20,0.020063483955901074,-0.46487203626544005
2020-05-27,56206.255672843865,568352.2556728439,20,0.0050202183088037255,-0.46218557706434693
2020-05-28,56206.255672843865,560162.2556728439,20,-0.01441007740930711,-0.46993552453069154
2020-05-29,56206.255672843865,557978.2556728439,20,-0.0038988703324479568,-0.47200217718838344
2020-06-01,35241.53168000371,569611.5316800037,20,0.02084897733717561,-0.46099396254650604
2020-06-02,35241.53168000371,575349.5316800037,20,0.010073532014136743,-0.45556426797240523
2020-06-03,35241.53168000371,544401.5316800037,20,-0.05378991082104956,-0.48484941744596244
2020-06-04,35241.53168000371,549876.5316800037,20,0.010056915128626276,-0.479668591758754
2020-06-05,35241.53168000371,580199.5316800037,20,0.05514510667941397,-0.4509748607426407
2020-06-08,54939.813628133794,575018.8136281339,20,-0.008929200678374882,-0.4558772163885424
2020-06-09,54939.813628133794,578217.8136281339,20,0.005563296233414672,-0.4528501001559617
2020-06-10,54939.813628133794,584504.8136281339,20,0.010873065221825406,-0.44690090360884216
2020-06-11,54939.813628133794,578380.8136281339,20,-0.010477244767219562,-0.45269585822226033
2020-06-12,54939.813628133794,578834.8136281339,20,0.0007849499660130821,-0.4522662518547731
2020-06-15,70763.58430163367,580559.5843016336,19,0.0029797286425965464,-0.450634153916908
2020-06-16,70763.58430163367,578243.5843016336,19,-0.003989254613350313,-0.45282571415281203
2020-06-17,70763.58430163367,583028.5843016336,19,0.00827505938657147,-0.4482978144426216
2020-06-18,70763.58430163367,574422.5843016336,19,-0.014760854324678552,-0.4564414100342409
2020-06-19,70763.58430163367,574844.5843016336,19,0.0007346507806844649,-0.45604208429177484
2020-06-22,47938.76238495873,538825.7623849587,19,-0.06265836523524604,-0.490125598046824
2020-06-23,47938.76238495873,544185.7623849587,19,0.009947557028965104,-0.48505359335578524
2020-06-24,47938.76238495873,545955.7623849587,19,0.0032525658007713787,-0.4833786962843042
2020-06-29,47938.76238495873,537393.7623849587,19,-0.015682589304667593,-0.49148065601651936
2020-06-30,47938.76238495873,537874.7623849587,19,0.0008950606308961717,-0.4910255003716706
2020-07-01,47938.76238495873,535123.7623849587,19,-0.005114573488820939,-0.49362868785395553
2020-07-02,47938.76238495873,541666.7623849587,19,0.012227078033012262,-0.48743724630666707
2020-07-03,47938.76238495873,547525.7623849587,19,0.010816613473204173,-0.48189305311920516
2020-07-06,76039.40674723363,562818.4067472336,19,0.027930456268691284,-0.46742208969684595
2020-07-07,76039.40674723363,566869.4067472336,19,0.007197703471377936,-0.4635887518230778
2020-07-08,76039.40674723363,577502.4067472336,19,0.01875740668563064,-0.4535270678902765
2020-07-09,76039.40674723363,598250.4067472336,19,0.035927122999993344,-0.4338938676422035
2020-07-10,76039.40674723363,604345.4067472336,19,0.010188041547918525,-0.4281263548452108
2020-07-13,181071.34158459352,618767.3415845935,17,0.02386372871597242,-0.4144793173174227
2020-07-14,181071.34158459352,617782.3415845935,17,-0.0015918745767634634,-0.4154113928063542
2020-07-15,181071.34158459352,607057.3415845935,17,-0.01736048326096651,-0.42556013353609123
2020-07-16,181071.34158459352,590896.3415845935,17,-0.026621867314568948,-0.4408527954412921
2020-07-17,181071.34158459352,590612.3415845935,17,-0.0004806257544909265,-0.4411215359883546
2020-07-20,105034.57852209841,608839.5785220984,18,0.030861591697528334,-0.42387365702348545
2020-07-21,105034.57852209841,601877.5785220984,18,-0.011434867649208313,-0.4304615855046443
2020-07-22,105034.57852209841,600220.5785220984,18,-0.002753051549234886,-0.43202955411901955
2020-07-23,105034.57852209841,601028.5785220984,18,0.0013461717723666222,-0.43126496833723604
2020-07-24,105034.57852209841,580423.5785220984,18,-0.03428289558321296,-0.45076285204224587
2020-07-27,56075.96877283843,579191.9687728385,19,-0.0021219154335457846,-0.4519282868231741
2020-07-28,56075.96877283843,577559.9687728385,19,-0.0028177186286919564,-0.4534725986992516
2020-07-29,56075.96877283843,584386.9687728385,19,0.011820417565479024,-0.44701241660490054
2020-07-30,56075.96877283843,591866.9687728385,19,0.012799737844441328,-0.4399343205062122
2020-07-31,56075.96877283843,595118.9687728385,19,0.005494477934361752,-0.43685705198844027
2020-08-03,45868.76749286338,606927.7674928633,20,0.019842753028650906,-0.42568274555122043
2020-08-04,45868.76749286338,607991.7674928633,20,0.001753091647784144,-0.4246759147692679
2020-08-05,45868.76749286338,609864.7674928633,20,0.0030806338179931725,-0.42290355193600015
2020-08-06,45868.76749286338,609731.7674928633,20,-0.00021808113386634354,-0.42302940578374415
2020-08-07,45868.76749286338,604211.7674928633,20,-0.009053161233008256,-0.42825281359988854
2020-08-10,44363.990790578406,584939.9907905784,19,-0.0318957321573724,-0.4464891087190378
2020-08-11,44363.990790578406,578183.9907905784,19,-0.011549902735952244,-0.4528821056766231
2020-08-12,44363.990790578406,576795.9907905784,19,-0.0024006199101122006,-0.4541955277869145
2020-08-13,44363.990790578406,549790.9907905784,19,-0.046818980074715744,-0.4797495364961497
2020-08-14,44363.990790578406,543886.9907905784,19,-0.010738626312356003,-0.48533631181254755
2020-08-17,102354.7980160684,554114.7980160684,19,0.018805022732062637,-0.47565804945681533
2020-08-18,102354.7980160684,556828.7980160684,19,0.004897902040727153,-0.473089873947211
2020-08-19,102354.7980160684,544882.7980160684,19,-0.021453631785142147,-0.48439400977541036
2020-08-20,102354.7980160684,545772.7980160684,19,0.001633378780245165,-0.4835518298920103
2020-08-21,102354.7980160684,545091.7980160684,19,-0.0012477719711856405,-0.4841962394432411
2020-08-24,74039.59375911338,522422.5937591134,18,-0.04158786527234948,-0.5056474167442468
2020-08-25,74039.59375911338,519883.5937591134,18,-0.004860050140118366,-0.5080499950857669
2020-08-26,74039.59375911338,509585.5937591134,18,-0.019808280398960876,-0.5177946787253782
2020-08-27,74039.59375911338,511914.5937591134,18,0.0045703803806920185,-0.5155908169855593
2020-08-28,74039.59375911338,515661.5937591134,18,0.0073195803473482535,-0.5120451450494917
2020-08-31,105321.3202911584,516175.3202911584,18,0.0009962474193587756,-0.5115590212844836
2020-09-01,105321.3202911584,514066.3202911584,18,-0.004085821071046936,-0.5135547037272823
2020-09-02,105321.3202911584,515741.3202911584,18,0.0032583344480752174,-0.5119697022613328
2020-09-03,105321.3202911584,513420.3202911584,18,-0.0045003181026676,-0.5141659938448964
2020-09-04,105321.3202911584,511291.3202911584,18,-0.004146699917900953,-0.5161806016783331
2020-09-07,44152.5462995234,511317.5462995234,20,5.1293670211505216e-05,-0.5161557848056737
2020-09-08,44152.5462995234,525569.5462995234,20,0.027873090026234726,-0.5026695514368893
2020-09-09,44152.5462995234,509628.5462995234,20,-0.03033090503861735,-0.51775403404507
2020-09-10,44152.5462995234,483638.5462995234,20,-0.05099792817477877,-0.5423475791794163
2020-09-11,44152.5462995234,485877.5462995234,20,0.0046294903851880065,-0.5402288816974694
2020-09-14,74340.42127865837,483515.4212786584,19,-0.00486156448029984,-0.5424640886352767
2020-09-15,74340.42127865837,476585.4212786584,19,-0.014332531487152078,-0.5490217364914145
2020-09-16,74340.42127865837,476435.4212786584,19,-0.0003147389603265216,-0.5491636769212009
2020-09-17,74340.42127865837,478704.4212786584,19,0.004762450268517959,-0.5470165913532967
2020-09-18,74340.42127865837,480531.4212786584,19,0.003816551338966079,-0.5452877569184968
2020-09-21,129605.25716415328,475505.25716415327,16,-0.010459595131429467,-0.5500438628824333
2020-09-22,129605.25716415328,469798.25716415327,16,-0.012001970354724834,-0.555444223101045
2020-09-23,129605.25716415328,469422.25716415327,16,-0.0008003435395219638,-0.5558000204450433
2020-09-24,129605.25716415328,459816.25716415327,16,-0.020463452368090107,-0.5648898855685727
2020-09-25,129605.25716415328,457975.25716415327,16,-0.004003773183997694,-0.5666319677768195
2020-09-28,86971.33599918318,451773.3359991832,18,-0.013542044178048496,-0.5725006568145397
2020-09-29,86971.33599918318,448553.3359991832,18,-0.007127468009767268,-0.5755476447072905
2020-09-30,86971.33599918318,450977.3359991832,18,0.005404039621286882,-0.5732538873619402
2020-10-09,86971.33599918318,463765.3359991832,18,0.02835619216133556,-0.5611529925878724
2020-10-12,66476.79788162812,469439.79788162815,19,0.012235631777479217,-0.5557834221985289
2020-10-13,66476.79788162812,471444.79788162815,19,0.004271048192010296,-0.5538861517870489
2020-10-14,66476.79788162812,466536.79788162815,19,-0.010410550762365856,-0.5585304426496642
2020-10-15,66476.79788162812,462441.79788162815,19,-0.008777442676748959,-0.5624054163828365
2020-10-16,66476.79788162812,463459.79788162815,19,0.002201358105308193,-0.561442113999352
2020-10-19,20716.966534103132,436466.96653410315,20,-0.05824201251306638,-0.5869846078835057
2020-10-20,20716.966534103132,435727.96653410315,20,-0.001693140733806886,-0.5876839010675873
2020-10-21,20716.966534103132,432307.96653410315,20,-0.007848933882311004,-0.5909201428667201
2020-10-22,20716.966534103132,428469.96653410315,20,-0.008877930311509186,-0.5945519253301916
2020-10-23,20716.966534103132,423300.96653410315,20,-0.012063856054631006,-0.5994431925406354
2020-10-26,40769.116517678165,428229.11651767814,20,0.011642189300737016,-0.5947798343624946
2020-10-27,40769.116517678165,420253.11651767814,20,-0.018625543412041035,-0.6023272801490105
2020-10-28,40769.116517678165,424905.11651767814,20,0.01106951933764977,-0.5979252342865642
2020-10-29,40769.116517678165,414029.11651767814,20,-0.025596302744326893,-0.6082168617156196
2020-10-30,40769.116517678165,407782.11651767814,20,-0.015088310823505258,-0.6141282074814627
2020-11-02,46062.88825040817,397286.88825040817,19,-0.025737343159861203,-0.6240595222212231
2020-11-03,46062.88825040817,404682.88825040817,19,0.018616270052532746,-0.6170609127632152
2020-11-04,46062.88825040817,393577.88825040817,19,-0.02744123935660081,-0.627569235915078
2020-11-05,46062.88825040817,398144.88825040817,19,0.011603802287526666,-0.6232476229628441
2020-11-06,46062.88825040817,388396.88825040817,19,-0.024483549299945118,-0.6324718583599047
2020-11-09,84600.16736289812,397562.1673628981,19,0.02359771509441355,-0.6237990339843025
2020-11-10,84600.16736289812,393098.1673628981,19,-0.011228432598631155,-0.6280231811747496
2020-11-11,84600.16736289812,389995.1673628981,19,-0.007893702534449543,-0.6309594555322671
2020-11-12,84600.16736289812,390192.1673628981,19,0.0005051344644397826,-0.6307730404344807
2020-11-13,84600.16736289812,389936.1673628981,19,-0.0006560869781937484,-0.6310152854346498
2020-11-16,55854.31795169809,399762.3179516981,19,0.025199382389310854,-0.6217170985165068
2020-11-17,55854.31795169809,398852.3179516981,19,-0.002276352620383726,-0.6225782037905451
2020-11-18,55854.31795169809,401075.3179516981,19,0.005573491490324489,-0.6204746466211086
2020-11-19,55854.31795169809,398899.3179516981,19,-0.005425414884946966,-0.6225337291225452
2020-11-20,55854.31795169809,398692.3179516981,19,-0.0005189279366606403,-0.6227296069156507
2020-11-23,58442.52465603311,398266.5246560331,19,-0.00106797466741404,-0.6231325221382301
2020-11-24,58442.52465603311,402694.5246560331,19,0.01111818273912002,-0.6189424406509316
2020-11-25,58442.52465603311,403190.5246560331,19,0.0012317028656489981,-0.6184730909631042
2020-11-26,58442.52465603311,401730.5246560331,19,-0.003621116843570582,-0.6198546444796931
2020-11-27,58442.52465603311,400210.5246560331,19,-0.003783630833881557,-0.6212929741681967
2020-11-30,65232.7575458981,400500.7575458981,19,0.0007252005431752639,-0.6210183356273591
2020-12-01,65232.7575458981,401022.7575458981,19,0.001303368321195153,-0.620524382931702
2020-12-02,65232.7575458981,399974.7575458981,19,-0.002613318023179878,-0.621516073401144
2020-12-03,65232.7575458981,399150.7575458981,19,-0.0020601300068429085,-0.6222957994954379
2020-12-04,65232.7575458981,399889.7575458981,19,0.0018514307840566957,-0.6215965063113563
2020-12-07,31585.211502753184,385350.2115027532,20,-0.03635888583987068,-0.63535483573979
2020-12-08,31585.211502753184,384338.2115027532,20,-0.0026261825471782796,-0.636312460506083
2020-12-09,31585.211502753184,377015.2115027532,20,-0.019053530928832774,-0.6432419922882615
2020-12-10,31585.211502753184,376383.2115027532,20,-0.0016763249352218512,-0.6438400346324288
2020-12-11,31585.211502753184,376585.2115027532,20,0.0005366870620862052,-0.6436488881869828
2020-12-14,36157.83754036311,381457.8375403631,20,0.01293897340834449,-0.6390380706272003
2020-12-15,36157.83754036311,378403.8375403631,20,-0.008006127281830588,-0.6419279777776541
2020-12-16,36157.83754036311,373940.8375403631,20,-0.011794277851434165,-0.6461511786985694
2020-12-17,36157.83754036311,356224.8375403631,20,-0.047376478366281005,-0.6629152897258905
2020-12-18,36157.83754036311,353645.8375403631,20,-0.00723980960397741,-0.665355718848687
2020-12-21,82103.13334103805,375414.133341038,18,0.06155394321074237,-0.6447570437708994
2020-12-22,82103.13334103805,369917.133341038,18,-0.014642496144401607,-0.6499586873878098
2020-12-23,82103.13334103805,379377.133341038,18,0.0255732950635692,-0.6410069776159393
2020-12-24,82103.13334103805,377746.133341038,18,-0.004299152101330805,-0.6425503432224848
2020-12-25,82103.13334103805,384246.133341038,18,0.01720732371900069,-0.6363995912650684
2020-12-28,60718.46763963291,381890.46763963293,18,-0.006130616542377343,-0.638628685945674
2020-12-29,60718.46763963291,374951.46763963293,18,-0.018170131459128047,-0.6451948502275989
2020-12-30,60718.46763963291,378586.46763963293,18,0.009694588003302806,-0.6417551604791053
2020-12-31,60718.46763963291,377702.46763963293,18,-0.002335001579722218,-0.6425916627453139
2021-01-04,60718.46763963291,383407.46763963293,18,0.015104481672179926,-0.6371931950657661
2021-01-05,60718.46763963291,377929.46763963293,18,-0.01428767163489053,-0.6423768595615703
2021-01-06,60718.46763963291,371987.46763963293,18,-0.015722510438550552,-0.6479995931201807
2021-01-07,60718.46763963291,367024.46763963293,18,-0.01334184732483501,-0.6526959288070511
2021-01-08,60718.46763963291,361482.46763963293,18,-0.015099810744610864,-0.6579401545528976
2021-01-11,90486.2059037628,368578.20590376284,17,0.01962955025305324,-0.651225673627142
2021-01-12,90486.2059037628,350443.20590376284,17,-0.049202583629524566,-0.6683862715883335
2021-01-13,90486.2059037628,351359.20590376284,17,0.0026138329537241933,-0.6675194886971039
2021-01-14,90486.2059037628,351094.20590376284,17,-0.0007542139085793265,-0.66777025012306
2021-01-15,90486.2059037628,349785.20590376284,17,-0.0037283440683120173,-0.6690089169403305
2021-01-18,76274.9321933129,352111.9321933129,18,0.006651871635160678,-0.6668072067434347
2021-01-19,76274.9321933129,352076.9321933129,18,-9.94002099899971e-05,-0.6668403261770517
2021-01-20,76274.9321933129,356002.9321933129,18,0.01115097196383319,-0.6631252719947721
2021-01-21,76274.9321933129,355707.9321933129,18,-0.0008286448602614627,-0.6634044215066857
2021-01-22,76274.9321933129,352317.9321933129,18,-0.009530290705346611,-0.6666122752198613
2021-01-25,128264.70260419289,351364.7026041929,14,-0.0027055948676407704,-0.6675142873369608
2021-01-26,128264.70260419289,350057.7026041929,14,-0.0037197817262604183,-0.6687510616151675
2021-01-27,128264.70260419289,347163.7026041929,14,-0.008267208458692887,-0.6714895656405155
2021-01-28,128264.70260419289,341497.7026041929,14,-0.01632083065567458,-0.6768511288083188
2021-01-29,128264.70260419289,340895.7026041929,14,-0.0017628229865362943,-0.6774207830665289
2021-02-01,48887.41770491285,343487.41770491283,19,0.007602662869966137,-0.6749683220313258
2021-02-02,48887.41770491285,341360.41770491283,19,-0.006192366562396967,-0.6769810373256989
2021-02-03,48887.41770491285,339588.41770491283,19,-0.005190994351113698,-0.6786578269362438
2021-02-04,48887.41770491285,336227.41770491283,19,-0.00989727512709393,-0.681838238832994
2021-02-05,48887.41770491285,334648.41770491283,19,-0.004696226175658902,-0.6833323984238802
2021-02-08,100468.60513509274,319350.60513509274,15,-0.045713088006617886,-0.697808252363574
2021-02-09,100468.60513509274,320158.60513509274,15,0.0025301345512034334,-0.6970436665817905
2021-02-10,100468.60513509274,320060.60513509274,15,-0.00030609828512540016,-0.6971364009959178
2021-02-18,100468.60513509274,323328.60513509274,15,0.010210566210173244,-0.6940439921656352
2021-02-19,100468.60513509274,326414.60513509274,15,0.009544469468485861,-0.6911238043901603
2021-02-22,92900.10213925266,326377.10213925265,17,-0.00011489374326423274,-0.6911592923324792
2021-02-23,92900.10213925266,327315.10213925265,17,0.002873976127160338,-0.6902716915115474
2021-02-24,92900.10213925266,324521.10213925265,17,-0.008536116976390895,-0.6929155685837045
2021-02-25,92900.10213925266,322405.10213925265,17,-0.006520377214459305,-0.6949178749132265
2021-02-26,92900.10213925266,316771.10213925265,17,-0.017474909555142748,-0.7002491574560086
2021-03-01,45621.62090604269,325410.6209060427,19,0.02727369608037078,-0.6920738440766288
2021-03-02,45621.62090604269,327887.6209060427,19,0.007611921187769655,-0.6897299344460871
2021-03-03,45621.62090604269,332986.6209060427,19,0.015551059798811773,-0.6849049061028769
2021-03-04,45621.62090604269,333661.6209060427,19,0.002027108471095218,-0.6842661741688376
2021-03-05,45621.62090604269,334320.6209060427,19,0.0019750548421197944,-0.6836425825473087
2021-03-08,59548.440496747746,328041.44049674773,19,-0.018781911783597893,-0.689584379653992
2021-03-09,59548.440496747746,324952.44049674773,19,-0.009416493219034705,-0.6925074062380627
2021-03-10,59548.440496747746,321480.44049674773,19,-0.01068464048059592,-0.6957928540528548
2021-03-11,59548.440496747746,323738.44049674773,19,0.00702375546241929,-0.6936561774498017
2021-03-12,59548.440496747746,322727.44049674773,19,-0.003122891425709984,-0.694612855946563
2021-03-15,92745.2140924077,322114.2140924077,16,-0.0019001371665083866,-0.6951931334091527
2021-03-16,92745.2140924077,324733.2140924077,16,0.008130656411358128,-0.6927148535050799
2021-03-17,92745.2140924077,320508.2140924077,16,-0.013010680203466074,-0.6967128422774005
2021-03-18,92745.2140924077,320731.2140924077,16,0.0006957699996283928,-0.6965018241717845
2021-03-19,92745.2140924077,324293.2140924077,16,0.011105872592038102,-0.6931312120991204
2021-03-22,44669.13882991275,328960.13882991276,19,0.01439106504453469,-0.6887150434123013
2021-03-23,44669.13882991275,327775.13882991276,19,-0.0036022601529016596,-0.6898363728076149
2021-03-24,44669.13882991275,330255.13882991276,19,0.007566162610297633,-0.6874896243684776
2021-03-25,44669.13882991275,335253.13882991276,19,0.015133753914345682,-0.6827601692479903
2021-03-26,44669.13882991275,337284.13882991276,19,0.006058108828118636,-0.6808382958286807
2021-03-29,86334.27987148271,333706.2798714827,18,-0.010607848239891027,-0.6842239147505151
2021-03-30,86334.27987148271,323927.2798714827,18,-0.02930421328530619,-0.693477484503065
2021-03-31,86334.27987148271,323532.2798714827,18,-0.0012194094926389898,-0.6938512609681695
2021-04-01,86334.27987148271,322598.2798714827,18,-0.0028868834985213976,-0.6947350767109737
2021-04-02,86334.27987148271,320681.2798714827,18,-0.0059423751446030515,-0.6965490754036455
2021-04-06,43945.609030297586,321846.6090302976,19,0.003633917013434518,-0.6954463599260124
2021-04-07,43945.609030297586,324600.6090302976,19,0.008556871263294186,-0.6928403336351316
2021-04-08,43945.609030297586,322731.6090302976,19,-0.00575784501940213,-0.6946089113902719
2021-04-09,43945.609030297586,321662.6090302976,19,-0.003312349860033814,-0.6956204735198839
2021-04-12,55580.825897002454,319568.8258970025,19,-0.0065092524729784,-0.6976017567053485
2021-04-13,55580.825897002454,318150.8258970025,19,-0.0044372288067203725,-0.6989435669015973
2021-04-14,55580.825897002454,318734.8258970025,19,0.0018356073675227513,-0.6983909454949617
2021-04-15,55580.825897002454,319632.8258970025,19,0.0028173890238469834,-0.6975411954553064
2021-04-16,55580.825897002454,323494.8258970025,19,0.012082613821536858,-0.693886702523069
2021-04-19,32511.378179707306,327830.37817970733,20,0.01340223068694546,-0.6897841014939418
2021-04-20,32511.378179707306,326597.37817970733,20,-0.0037610913511013644,-0.6909508518267871
2021-04-21,32511.378179707306,324584.37817970733,20,-0.006163552234312086,-0.6928556923945223
2021-04-22,32511.378179707306,326533.37817970733,20,0.006004601980323709,-0.6910114130768292
2021-04-23,32511.378179707306,324915.37817970733,20,-0.004955083027100349,-0.6925424771794599
2021-04-26,60326.44716160718,323809.4471616072,19,-0.003403750922150728,-0.6935889860062826
2021-04-27,60326.44716160718,321897.4471616072,19,-0.005904707280037336,-0.6953982533512949
2021-04-28,60326.44716160718,324080.4471616072,19,0.006781662977600522,-0.6933325469631348
2021-04-29,60326.44716160718,323372.4471616072,19,-0.002184642752134147,-0.6940025057917274
2021-04-30,60326.44716160718,321857.4471616072,19,-0.004685000263002781,-0.6954361041325714
2021-05-06,94798.11962156217,323636.1196215622,17,0.005526274055923652,-0.6937530005764682
2021-05-07,94798.11962156217,307089.1196215622,17,-0.051128409336228975,-0.7094109225209864
2021-05-10,33878.35191432212,312975.3519143221,20,0.019167830823878518,-0.7038409602446016
2021-05-11,33878.35191432212,313496.3519143221,20,0.001664667830272526,-0.7033479538184764
2021-05-12,33878.35191432212,316254.3519143221,20,0.008797550539770826,-0.7007381424494681
2021-05-13,33878.35191432212,310375.3519143221,20,-0.01858946751060897,-0.7063012610275682
2021-05-14,33878.35191432212,312747.3519143221,20,0.007642359437919577,-0.7040567096978771
2021-05-17,59694.91479705706,305825.91479705705,19,-0.022131081446090772,-0.7106062547589775
2021-05-18,59694.91479705706,305814.91479705705,19,-3.596817492490523e-05,-0.7106166637238286
2021-05-19,59694.91479705706,306427.91479705705,19,0.0020044803910457265,-0.7100366005007677
2021-05-20,59694.91479705706,307211.91479705705,19,0.002558513641027771,-0.7092947251877499
2021-05-21,59694.91479705706,305501.91479705705,19,-0.005566190364490353,-0.7109128460873164
2021-05-24,61833.88454785706,303950.88454785704,18,-0.0050769902710113834,-0.7123805387552056
2021-05-25,61833.88454785706,300927.88454785704,18,-0.009945685812024818,-0.71524111155017
2021-05-26,61833.88454785706,306387.88454785704,18,0.01814388190779881,-0.7100744799059404
2021-05-27,61833.88454785706,304804.88454785704,18,-0.005166653382316588,-0.7115724245749542
2021-05-28,61833.88454785706,304746.88454785704,18,-0.00019028566450318696,-0.7116273082078051
2021-05-31,52161.45276323699,307758.452763237,19,0.009882195251472714,-0.7087775529623217
2021-06-01,52161.45276323699,307346.452763237,19,-0.0013387122150531061,-0.7091674160094688
2021-06-02,52161.45276323699,305362.452763237,19,-0.0064552558917228,-0.7110448147607786
2021-06-03,52161.45276323699,305604.452763237,19,0.0007925008389542132,-0.7108158175340563
2021-06-04,52161.45276323699,305993.452763237,19,0.0012728872124823098,-0.7104477186861433
2021-06-07,90720.0583682119,307136.0583682119,16,0.003734085140243204,-0.7093665058151657
2021-06-08,90720.0583682119,308003.0583682119,16,0.002822853183069185,-0.7085460901309995
2021-06-09,90720.0583682119,308773.0583682119,16,0.0024999751758292277,-0.7078174625914286
